LOCATION_NAME,TSN,LATITUDE,LONGITUDE,EFA_ID,PHONE,ADDRESS,FACILITIES,ACCESSIBILITY,TRANSPORT_MODE,MORNING_PEAK,AFTERNOON_PEAK
"Warren Coach Stop",28241,-31.701,147.835,10150357,,"Burton St before Chester St, Warren NSW 2824",,,Coach,,
"Warriewood B-Line",210143,-33.696788,151.301419,10115716,,"Pittwater Rd, Warriewood NSW 2101","Bike shed | Commuter car park | Toilets | Wheelchair accessible toilet | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces",Bus,,
"Warrimoo Station",277420,-33.72119644,150.6019792,10101257,"02 4780 3808","Railway Pde, Warrimoo NSW 2774","Commuter car park | Emergency help point | Payphone | No Opal card top up or single trip ticket sales | Toilets","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus",6-8am,4-6.30pm
"Warringah Mall",2100145,-33.767001,151.269114,10115575,,"Pittwater Rd, Brookvale NSW 2100","Bike racks | Bike shed | Commuter car park | Wheelchair accessible car space | Departure indicator screen","This location is wheelchair accessible | Tactile surfaces","Bus, Taxi",,
"Warwick Farm Station",217010,-33.91344996,150.9350364,10101288,"02 9765 1127","Remembrance Ave, Warwick Farm NSW 2170","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Waterfall Station",223330,-34.13438522,150.9945115,10101355,"02 9522 1396","Kooraban St, Waterfall NSW 2233","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","This location is wheelchair accessible | Hearing loop | Lift | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Watsons Bay Wharf",20301,-33.84343945,151.28104,10102005,,"Military Rd, Watsons Bay NSW 2030","Bike racks | Emergency help point | Kiss and ride stopping area | Opal card top up or single trip ticket machine","Hearing loop | Stairs | This location is not wheelchair accessible | PA system for announcements","Bus, Ferry",,
"Wauchope Station",24461,-31.455909,152.736526,10155043,"13 22 32","Randall St, Wauchope NSW 2446","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach, Bus, Taxi",,
"Waverton Station",206020,-33.83824525,151.1978555,10101113,"02 9379 1997","Bay Rd, Waverton NSW 2060","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Wee Waa Coach Stop",23881,-30.224656,149.444831,10150214,,"Wee Waa Library, Rose St, Wee Waa NSW 2388",,,Coach,,
"Wellington Station",28202,-32.554036,148.946832,10155017,"13 22 32","Swift St, Wellington NSW 2820","Commuter car park | Toilets | Wheelchair accessible car space | Baby change table","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements","Train, Coach",,
"Wentworth Coach Stop",264813,-34.106135,141.919144,10156467,,"Darling St, Wentworth NSW 2648",,,"Regional coach",,
"Wentworth Falls Station",278210,-33.70947192,150.3763114,10101266,"02 4780 3931","Station St, Wentworth Falls NSW 2782","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Taxi rank","Hearing loop | Stairs | This location is wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars | Lift","Train, Bus, Taxi",6-7.45am,4-6.30pm
"Wentworth Park Light Rail",200935,-33.87436029,151.1939664,10101434,,"Wattle St, Pyrmont NSW 2009","Emergency help point | No Opal card top up or single trip ticket sales","This location is wheelchair accessible | Level crossing | Stairs | Tactile surfaces | PA system for announcements","Light rail",,
"Wentworthville Station",214520,-33.80719295,150.9726376,10101231,"02 9848 9151","Wentworth Ave, Wentworthville NSW 2145","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Taxi rank","Hearing loop | Stairs | This location is wheelchair accessible | PA system for announcements | Tactile surfaces | Lift | Ramp gradient","Train, Bus, Taxi",7-9am,4-6.30pm
"Werrington Station",274710,-33.7592923,150.7583397,10101250,"02 4780 3815","Railway St, Werrington NSW 2747","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Werris Creek Station",23411,-31.350139,150.646464,10155057,"13 22 32","Single St, Werris Creek NSW 2341","Commuter car park | Emergency help point | Payphone | Toilets | Wheelchair accessible car space | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | PA system for announcements","Train, Bus, Taxi",,
"West Ryde Station",211420,-33.80717213,151.0902289,10101201,"02 9752 8465","Ryedale Rd, West Ryde NSW 2114","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"West Wyalong Coach Stop",26711,-33.923826,147.205261,10150048,,"Church St at Main St, West Wyalong NSW 2671",,,Coach,,
"Westmead Station",214510,-33.80852937,150.9880115,10101230,"02 9848 9116","Railway Pde, Westmead NSW 2145","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus, Taxi",7-9am,4-6.30pm
"Whitton Coach Stop",27052,-34.51791,146.183194,10150212,,"Whitton Hall, Benerambah St, Whitton NSW 2705",,,Coach,,
"Wilcannia Coach Stop",28363,-31.558417,143.37759,10150188,,"Myers St at Woore St, Wilcannia NSW 2836",,,Coach,,
"Wiley Park Station",219520,-33.92300854,151.0672762,10101399,"02 9563 7441","King Georges Rd, Wiley Park NSW 2195","Emergency help point | Payphone | Opal card top up or single trip ticket machine | Toilets | Taxi rank","Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Willow Tree Station",23391,-31.650065,150.726123,10155002,"13 22 32","Main North Rd, Willow Tree NSW 2339","Emergency help point | Toilets","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Stairs | PA system for announcements | Short platforms, please see the train guard",Train,,
"Willow Tree Town Coach Stop",233913,-31.648968,150.726361,10150113,,"Willow Tree Visitor Information Centre, New England Hwy, Willow Tree NSW 2339",,,Coach,,
"Windsor Station",275620,-33.61392767,150.811408,10101242,"02 9851 7276","George St, Windsor NSW 2756","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table | Taxi rank","This location is wheelchair accessible | Wheelchair ramp boarding assistance | Tactile surfaces | PA system for announcements","Train, Bus, Taxi",7-9am,4-6.30pm
"Wingello Station",257910,-34.69218018,150.1583854,10101312,"02 4868 1115","Sydney St, Wingello NSW 2579","Emergency help point | No Opal card top up or single trip ticket sales | Toilets","Level crossing | This location is not wheelchair accessible | PA system for announcements",Train,6-8am,4-6.30pm
"Wingham Station",24291,-31.86809,152.367636,10155033,"13 22 32","Price St, Wingham NSW 2429","Commuter car park | Emergency help point | Toilets | Wheelchair accessible car space | Wheelchair accessible toilet","Wheelchair ramp boarding assistance | PA system for announcements",Train,,
"Wingham Town Coach Stop",24294,-31.869226,152.374623,10150070,,"Myers St at Woore St, Wilcannia NSW 2429",,,"Coach, Private bus",,
"Wirragulla Station",242030,-32.4617735,151.743457,10101185,"02 4932 8409","Dungog Rd, Wirragulla NSW 2420","Commuter car park | Emergency help point | No Opal card top up or single trip ticket sales | Toilets","This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the middle doors",Train,"No peak",4-6.30pm
"Wodonga Coach Stop",36902,-36.123436,146.888247,10155623,,"Wodonga Water Tower, High St, Wodonga VIC 3690",,,Coach,,
"Wolli Creek Station",220510,-33.92854683,151.1541132,10101328,"02 9563 7986","Brodie Sparks Dr, Wolli Creek NSW 2205","Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Wollongbar Coach Stop",24773,-28.825911,153.415019,10150206,,"Lismore Rd at Rifle Range Rd, Wollongbar NSW 2477",,,Coach,,
"Wollongong Station",250020,-34.42701617,150.8882431,10101372,"02 4223 5517","Lowden Square, Wollongong NSW 2500","Bike lockers | Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone | Wheelchair accessible toilet | Taxi rank","This location is wheelchair accessible | Hearing loop | Lift | Stairs | Tactile surfaces | PA system for announcements","Train, Coach, Bus, Taxi",6-8am,4-6.30pm
"Wollstonecraft Station",206510,-33.83179487,151.191895,10101114,"02 9379 4183","Shirley Rd, Wollstonecraft NSW 2065","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets","Wheelchair ramp boarding assistance | This location is not wheelchair accessible | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Wolumla Coach Stop",25502,-36.829958,149.813349,10150294,,"Princes Hwy at Bega St, Wolumla NSW 2550",,,Coach,,
"Wombarra Station",251520,-34.27593294,150.953145,10101361,"02 4223 5573","Morrison Ave, Wombarra NSW 2515","Emergency help point | Payphone | No Opal card top up or single trip ticket sales","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars",Train,6-8am,4-6.30pm
"Wondabyne Station",225010,-33.49213536,151.2570108,10101134,"02 4349 9230","Wondabyne NSW 2256","Emergency help point | No Opal card top up or single trip ticket sales","Level crossing | Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last car's rear door",Train,6-8am,4-6.30pm
"Wondalga Coach Stop",272922,-35.408567,148.121105,10150198,,"Wondalga Rd before Batlow Rd, Wondalga NSW 2729",,,Coach,,
"Woodburn Coach Stop (northbound)",24723,-29.071317,153.343813,10150310,,"Riverside Park, River St, Woodburn NSW 2472",,,"Coach, Bus",,
"Woodburn Coach Stop (southbound)",24724,-29.071268,153.344859,10150311,,"Woodburn Post Office, River St, Woodburn NSW 2472",,,"Coach, Bus",,
"Woodford Station",277810,-33.73544928,150.4819174,10101262,"02 4780 3910","Railway Pde, Woodford NSW 2778","Bike racks | Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Toilets | Wheelchair accessible car space | Wheelchair accessible payphone","Stairs | This location is not wheelchair accessible | PA system for announcements | Short platforms, leave the train from the last 6 cars","Train, Bus",6-8am,4-6.30pm
"Woodstock Coach Stop",27931,-33.743846,148.84842,10150105,,"Royal Hotel, Parkes St, Woodstock NSW 2793",,,Coach,,
"Woolooware Station",223010,-34.04771809,151.1439953,10101350,"02 9522 1265","Swan St, Woolooware NSW 2230","Commuter car park | Emergency help point | Kiss and ride stopping area | Payphone | Opal card top up or single trip ticket machine | Toilets | Wheelchair accessible payphone | Wheelchair accessible toilet | Baby change table","This location is wheelchair accessible | Lift | Wheelchair ramp boarding assistance | Stairs | Tactile surfaces | PA system for announcements","Train, Bus",7-9am,4-6.30pm
"Woolwich Wharf",21101,-33.83875627,151.1760428,10102035,,"Valentia St, Woolwich NSW 2110","Bike racks | Emergency help point | Kiss and ride stopping area | Payphone | No Opal card top up or single trip ticket sales | Wheelchair accessible payphone","This location is wheelchair accessible | Hearing loop | PA system for announcements","Bus, Ferry",,
"Woombah Coach Stop",246913,-29.360244,153.282359,10150194,,"Middle St after Wharf St, Woombah NSW 2469",,,Coach,,
